,Feature,MI_Score
0,Dpoy_votes,0.06142915330374343
1,DWS_advanced,0.04439343883001623
2,predator_defense_raptor,0.038583464970269654
3,raptor_total_raptor,0.035360275557774434
4,war_reg_season_raptor,0.03529413823653926
5,DEF WS_nba,0.034734677705183126
6,war_total_raptor,0.03420882054598762
7,raptor_defense_raptor,0.033588221766150284
8,mp_raptor,0.032920405474818226
9,GS,0.032211737450608346
10,WS_advanced,0.031984496185763156
11,MP_100_poss,0.031434737429578474
12,MP_advanced,0.03077319733063999
13,poss_raptor,0.030650110434978783
14,OPP PTS PAINT_nba,0.02812995262977891
15,predator_total_raptor,0.027468069609855705
16,WINS_espn,0.02705031639811084
17,VORP_advanced,0.025963032894168903
18,OPP PTS 2ND CHANCE_nba,0.024199047115149197
19,STL_nba,0.02378798175271779
20,WS/48_advanced,0.023625516862121998
21,MIN_nba,0.022648619775132994
22,MP,0.02215806442709689
23,DRPM_espn,0.02189058946776501
24,RPM_espn,0.020234731316396415
25,MPG_espn,0.019984885197239066
26,GP_nba,0.019866241324957956
27,W_nba,0.019570464008780375
28,STL,0.01921482739476854
29,GP_espn,0.01838755691258509
30,OPP PTS OFF TOV_nba,0.018380587614098554
31,BPM_advanced,0.018220600081185978
32,G,0.018198386669040056
33,OPP PTS FB_nba,0.01748064678666994
34,DRB,0.017372075633368178
35,pace_impact_raptor,0.01709208798235662
36,DBPM_advanced,0.01692322816673708
37,PF,0.01550759375771249
38,TRB,0.015354650773316214
39,TOV,0.014279487216164455
40,DREB_nba,0.012758401266832697
41,PW_misc,0.01243483053923966
42,DEF RTG_nba,0.012063809182692342
43,STL%_nba,0.011912674404346735
44,STL_100_poss,0.011713758879675629
45,DRtg_100_poss,0.011231075016306269
46,PF_team,0.011039474490708079
47,SRS_misc,0.010943815078935826
48,PER_advanced,0.010899647540854485
49,W_misc,0.009263096902227375
50,D-LEBRON_bball,0.009211473196168773
51,L_misc,0.009149593256170263
52,STL%_advanced,0.009107334229018216
53,DRtg_misc,0.00849696655013843
54,MOV_misc,0.008478402365034832
55,%DREB_nba,0.008374170696974659
56,TOV%.1_misc,0.0077790363299288234
57,BLK_nba,0.0077249354305284346
58,PF_100_poss,0.007343673149661445
59,DRB%_advanced,0.0072534226158926796
60,PL_misc,0.007086430233610663
61,DREB%_nba,0.006350402084822626
62,BLK,0.0057796443280562215
63,%BLK_nba,0.004804428735170063
64,TOV_100_poss,0.004518669320783264
65,DRB%_misc,0.0044918404443548
66,2PA_opponent,0.004170557810068587
67,TRB_100_poss,0.003956365996009792
68,DRB_100_poss,0.0038935666514519074
69,TRB_opponent,0.0036310013650335815
70,DRB_team,0.003221761247945265
71,TRB%_advanced,0.003186488525519726
72,TRB_team,0.002679555432469005
73,STL_team,0.002155551397750033
74,2P%_opponent,0.0021056948424609256
75,3P_opponent,0.0011889638856790175
76,3P%_opponent,0.0011665263205615783
77,Age,0.001133901872724552
78,FG%_opponent,0.0010761171464630515
79,2P_opponent,0.0009504739812709051
80,FT_opponent,0.000890966650560765
81,BLK_team,0.0007512179747570791
82,FGA_opponent,0.00024016097729462338
83,FT%_opponent,0.0
84,teamates_with_dpoy,0.0
85,Pace_misc,0.0
86,SOS_misc,0.0
87,AST_opponent,0.0
88,ORB_opponent,0.0
89,TOV%_misc,0.0
90,FTA_opponent,0.0
91,3PA_opponent,0.0
92,TOV_team,0.0
93,AST_team,0.0
94,BLK%_advanced,0.0
95,BLK_100_poss,0.0
96,Dpoy_titles,0.0
